name,gender,distance_traveled,seconds_traveled,oa_avg_speed,tot_shots,tot_misses,oa_acc_score,medals,cup_points,n_of_races,ppr_score
KRISTIANSEN Gro Marit,female,303.1000000000001,63217.20000000002,4.794581221566282,560,154,0.7619600000000001,0.0,374.0,30,13.041666666666666
KRUCHINKINA Elena,female,53.599999999999994,10395.1,5.1562755529047335,115,32,0.790918918918919,0.0,39.0,6,12.125
KRUCHINKINA Irina,female,54.2,10612.9,5.106992433736302,115,33,0.7891171171171172,0.0,12.0,6,11.0
KRUMINA Gerda,female,10.6,2278.7,4.651775134945364,45,13,0.799917525773196,0.0,0.0,6,10.5
KRYUKO Iryna,female,373.80000000000007,74277.79999999999,5.032459227386919,720,92,0.8482413793103448,0.0,482.0,36,13.592592592592593
KUDRASHOVA Olga,female,135.25,28356.999999999996,4.769545438516063,280,41,0.8263333333333334,0.0,164.0,16,12.235294117647058
KUKLINA Larisa,female,61.95,11771.5,5.262710784521938,120,13,0.8267142857142857,0.0,121.0,6,15.541666666666666
KUMMER Luise,female,63.0,12593.199999999999,5.002699869770988,120,20,0.8142142857142858,0.0,67.0,6,13.291666666666666
KUNAEVA Anna,female,31.65,6637.4,4.768433422725766,60,11,0.8099200000000001,0.0,17.0,3,12.80952380952381
KUNTOLA Teija,female,31.950000000000003,6779.5,4.7127369275020285,60,13,0.8059200000000001,0.0,0.0,3,12.0
KUTLIKOVA Tatiana,female,21.5,4572.2,4.702331481562487,40,10,0.8040833333333334,0.0,18.0,3,12.857142857142858
KUTSEPALOVA Evgenia,female,43.15,9257.0,4.661337366317381,80,21,0.798,0.0,20.0,6,11.333333333333334
KUZMINA Anastasiya (SHIPULINA),female,638.7000000000002,119898.7,5.326996873193789,1200,258,0.7914390243902439,11.0,1755.0,60,25.73076923076923
LANDHEIM Bente,female,127.05000000000001,26284.899999999998,4.833573648748902,255,51,0.8056978417266187,0.0,72.0,13,10.451612903225806
LANDOVA Jitka,female,150.2,30139.600000000002,4.983476887549934,280,68,0.7888333333333334,0.0,56.0,14,9.625
LANG Kathrin (HITZER),female,298.45,59310.79999999999,5.031967196530818,575,126,0.793064039408867,2.0,663.0,29,19.46808510638298
LARISI Lucija,female,119.44999999999997,24635.2,4.848753003831914,270,90,0.7548732394366198,0.0,69.0,15,9.727272727272727
LARSSON Anna,female,0.0,0.0,,0,0,0.809,0.0,0.0,1,13.263157894736842
LATUILLIERE Enora,female,64.05,12264.5,5.222389824289617,120,27,0.8017142857142858,0.0,92.0,6,14.333333333333334
LEBEDEVA Anna,female,159.00000000000003,34197.0,4.649530660584262,330,70,0.799948051948052,0.0,64.0,17,9.028571428571428
LEBEDEVA Marina,female,96.0,20368.1,4.713252586151875,195,45,0.7967874015748032,0.0,37.0,11,9.96551724137931
LEHTLA Kadri,female,241.10000000000002,49506.100000000006,4.8701069161174075,460,74,0.8244,0.0,130.0,23,9.317073170731707
LEHTONEN Venla,female,21.2,4381.799999999999,4.838194349354148,55,13,0.803959595959596,0.0,0.0,3,12.0
LEMESH Nina,female,108.85,24319.199999999997,4.475887364715945,210,64,0.7722461538461539,0.0,53.0,16,8.970588235294118
LEVTCHENKOVA Natalia,female,339.45,73522.2,4.616972832695431,680,66,0.8660357142857144,0.0,400.0,35,12.30188679245283
LIDUMA Madara,female,369.85,77258.40000000002,4.787181717457259,680,199,0.7472857142857143,0.0,248.0,43,8.19672131147541
LIE Lotte,female,0.0,0.0,,20,3,0.8107826086956522,0.0,0.0,1,13.263157894736842
LIF Asa,female,10.15,2209.1,4.5946312978135895,20,1,0.8151304347826088,0.0,0.0,1,13.263157894736842
LIGHTFOOT Amanda,female,52.7,11111.9,4.742663270907766,125,26,0.8052389380530974,0.0,0.0,7,10.08
LIU Liming,female,0.0,0.0,,10,5,0.8021333333333334,0.0,0.0,2,12.6
LIU Xianying,female,462.94999999999993,95461.2,4.8496142935559154,905,166,0.8140966542750929,3.0,1006.0,51,18.231884057971016
LIU Yuan-Yuan,female,54.49999999999999,11274.1,4.83408875209551,125,39,0.7822300884955753,0.0,17.0,7,10.76
LOSMANOVA Katerina,female,62.7,12711.3,4.932619008283968,130,22,0.8139649122807018,0.0,119.0,7,14.84
LUNDER Emma,female,158.25,30922.1,5.11769899198308,330,69,0.8012467532467533,0.0,98.0,17,10.0
LYSENKO Ludmila,female,10.3,2065.0,4.987893462469733,20,2,0.8129565217391305,0.0,25.0,3,13.19047619047619
MA Wei,female,11.05,2064.9,5.351348733594847,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
MACABIES Pauline,female,138.70000000000002,29398.3,4.7179598820339965,280,61,0.7985555555555556,0.0,57.0,16,9.088235294117647
MAEDA Sari (FURUYA),female,129.3,25306.7,5.109318876028878,240,62,0.7852352941176471,0.0,25.0,12,9.233333333333333
MAGNUSSON Anna,female,188.25,36877.3,5.104766346777014,360,55,0.8262,0.0,174.0,18,11.833333333333334
MAKARAINEN Kaisa,female,1091.4500000000005,206880.69999999998,5.275745876729925,2080,343,0.8305396825396826,33.0,3546.0,109,29.905511811023622
MAKAROVA Joulia,female,51.8,10983.800000000001,4.716036344434531,110,15,0.8199272727272728,0.0,83.0,6,13.958333333333334
MALGINA Irina,female,180.20000000000002,38251.0,4.710987948027503,340,68,0.8050769230769231,0.0,274.0,17,15.028571428571428
MALI Andreja,female,815.0499999999998,167972.79999999993,4.8522737014564274,1575,388,0.7657369727047146,0.0,527.0,82,7.79
MARKKANEN Sanna,female,32.1,6819.0,4.707435107787066,70,17,0.8018823529411765,0.0,0.0,4,11.454545454545455
MATTSSON Elin,female,65.1,12992.9,5.010428772637363,155,42,0.7881680672268908,0.0,0.0,9,9.333333333333334
MEDVEDTSEVA Olga (PYLEVA),female,440.1000000000001,87552.8,5.02668104275363,840,134,0.82965625,10.0,1461.0,43,28.081967213114755
MEGURO Kanae,female,176.20000000000002,36760.90000000001,4.793136185457918,325,110,0.7463529411764707,0.0,112.0,18,10.11111111111111
MEINEN Susanna,female,55.85,11252.900000000001,4.963165050786908,100,39,0.7721481481481483,0.0,0.0,5,10.956521739130435
MENG Fanqi,female,20.6,4337.9,4.748841605385095,40,4,0.8165833333333334,0.0,0.0,2,12.6
MENZEL Ina,female,10.45,2116.2,4.938096588224176,20,3,0.8107826086956522,0.0,8.0,1,13.68421052631579
MERKUSHINA Irina,female,21.8,4785.5,4.555427854978581,50,17,0.793795918367347,0.0,5.0,5,11.173913043478262
MERKUSHYNA Anastasiya,female,208.4,40490.700000000004,5.1468608841042505,400,56,0.8332857142857143,0.0,227.0,20,12.605263157894736
MIGNEREY Anne-Laure,female,43.300000000000004,9154.6,4.729862582745287,80,22,0.7960769230769231,0.0,23.0,4,12.5
MIHOKOVA Sona,female,307.99999999999994,64911.8,4.744900002772993,625,140,0.7896338028169014,0.0,306.0,37,10.145454545454545
MINKKINEN Suvi,female,41.35,8364.1,4.943747683552324,95,15,0.8148785046728972,0.0,14.0,5,11.565217391304348
MIRONOVA Svetlana,female,119.44999999999999,22430.700000000004,5.325290784505163,220,63,0.7772121212121212,0.0,129.0,11,13.137931034482758
MOERKVE Jori,female,137.95000000000002,29402.899999999998,4.691714082624505,275,59,0.799944055944056,0.0,55.0,14,9.59375
MOISEEVA Tatiana,female,157.34999999999997,32038.800000000003,4.911232630435595,300,49,0.8202162162162163,1.0,263.0,16,15.147058823529411
MOROZOVA Anastasiia,female,10.9,2036.2,5.353108731951674,35,8,0.8062315789473685,0.0,0.0,2,12.6
MOSER Nadia,female,22.1,4265.9,5.1806183923673785,40,14,0.7957500000000001,0.0,0.0,2,12.6
MOSHKOVA Ekaterina,female,10.75,2115.9,5.080580367692235,20,5,0.8064347826086957,0.0,0.0,1,13.263157894736842
MOZHEVITINA Inna,female,20.75,4533.700000000001,4.576835697112733,70,12,0.811686274509804,0.0,0.0,5,10.956521739130435
MOZHEVITINA Irina,female,10.6,2405.5,4.406568281022657,20,4,0.808608695652174,0.0,0.0,2,12.6
MUN Jihee,female,44.05,9283.7,4.744875426823357,95,32,0.7831028037383179,0.0,0.0,5,10.956521739130435
MURINOVA Anna,female,250.94999999999996,52539.8,4.7763790497870175,490,77,0.8268387096774193,0.0,262.0,27,11.422222222222222
MURPHY Sarah,female,0.0,0.0,,0,0,0.809,0.0,0.0,1,13.263157894736842
NAHRGANG Andrea,female,10.45,2288.5,4.5663098099191615,20,3,0.8107826086956522,0.0,0.0,1,13.263157894736842
NAKAJIMA Yuki,female,22.25,4511.299999999999,4.932059495045775,55,22,0.7857777777777778,0.0,0.0,4,11.454545454545455
NAZAROVA Olga,female,382.2,79548.1,4.804640211394112,810,174,0.793568,0.0,584.0,51,12.115942028985508
NAZAROVA Valentina,female,23.0,4651.7,4.944428918459918,40,20,0.7832500000000001,0.0,7.0,2,12.95
NECHKASOVA Galina,female,20.75,4119.1,5.037508193537422,40,5,0.8145000000000001,0.0,12.0,2,13.2
NEUNER Magdalena,female,482.3999999999999,91206.2,5.289114117242029,900,216,0.776089552238806,16.0,1764.0,45,32.0
NEUPOKOEVA Oksana,female,63.6,12808.400000000001,4.965491396271196,120,24,0.8070714285714287,0.0,107.0,6,14.958333333333334
NICOLAISEN Kaia Woeien,female,82.10000000000001,15819.0,5.189961438776156,175,22,0.8275772357723578,0.0,89.0,9,12.62962962962963
NIKOULTCHINA Irina,female,318.2,63497.099999999984,5.011252482396835,580,188,0.7332941176470589,1.0,511.0,32,15.26
NILSSON Anna Maria,female,289.35,59280.899999999994,4.880998770261586,555,135,0.7798592964824121,0.0,145.0,30,8.270833333333334
NILSSON Emma,female,197.95000000000002,39209.4,5.048534280045092,400,58,0.8309047619047619,0.0,69.0,20,8.447368421052632
NIOGRET Corinne,female,209.6,43714.399999999994,4.7947587065131865,400,64,0.8237619047619048,0.0,384.0,22,15.9
NIZIAK Ute,female,20.75,4478.200000000001,4.6335581260327805,40,5,0.8145000000000001,0.0,21.0,2,13.65
NORDSTAD Berit,female,20.9,4518.799999999999,4.6251217137293095,40,6,0.8124166666666668,0.0,6.0,2,12.9
NOSSUM Ane Skrove,female,21.95,4487.3,4.891582911773226,55,16,0.79789898989899,0.0,3.0,3,12.142857142857142
NOWAKOWSKA-ZIEMNIAK Weronika,female,476.4,94063.10000000002,5.064685301675151,905,180,0.8036877323420074,1.0,666.0,48,13.909090909090908
NYKIEL Magdalena,female,31.8,6930.0,4.588744588744588,95,24,0.7980560747663552,0.0,0.0,5,10.956521739130435
NYMAN-HAKALA Anita,female,45.25,9992.9,4.528215032673198,110,53,0.7508363636363637,0.0,14.0,7,10.64
OBERHOFER Karin,female,444.15,87327.80000000002,5.086009266235951,840,161,0.8085625000000001,0.0,658.0,42,15.166666666666666
OEBERG Elvira,female,52.99999999999999,9991.900000000001,5.304296480148919,100,20,0.8073333333333333,0.0,54.0,5,13.304347826086957
OEBERG Hanna,female,188.10000000000002,34917.299999999996,5.38701445988092,360,54,0.82745,4.0,509.0,18,21.13888888888889
OJA Regina,female,94.05,18214.7,5.163411969453244,180,27,0.8209032258064517,0.0,15.0,9,9.88888888888889
OLOFSSON Anna Carin,female,646.4499999999999,128708.7,5.022582001061311,1220,243,0.8029879518072289,8.0,1689.0,61,24.569620253164558
OTAKA Tomomi,female,33.0,7116.499999999999,4.637110939366262,100,38,0.774,0.0,16.0,6,11.166666666666666
OUREN Borghild,female,74.95,16225.2,4.619357542588073,140,33,0.7982068965517242,0.0,36.0,8,11.076923076923077
OWADA Itsuka (YAHATA),female,0.0,0.0,,20,8,0.799913043478261,0.0,0.0,1,13.263157894736842
PADIAL HERNANDEZ Victoria,female,74.64999999999999,15773.3,4.732681176418377,140,31,0.8016551724137931,0.0,1.0,7,10.12
PALLHUBER Siegrid,female,10.45,2320.1,4.50411620188785,20,3,0.8107826086956522,0.0,0.0,3,12.0
PANFILOVA Mariya,female,78.7,15744.900000000001,4.998443940577584,140,58,0.7551034482758622,0.0,18.0,7,10.8
PAULAUSKAITE Natalija,female,10.6,2232.9,4.747189753235702,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
PAVKOVCEKOVA Marcela,female,190.79999999999998,42924.40000000001,4.445024275237393,400,86,0.7975714285714286,0.0,56.0,23,7.512195121951219
PAVLOVA Evgeniya,female,40.599999999999994,7898.2,5.140411739383656,80,4,0.8306923076923077,0.0,114.0,4,16.636363636363637
PERATHONER Christa,female,31.8,6841.9,4.647831742644588,60,12,0.8079200000000001,0.0,0.0,3,12.0
PERETTO Delphyne,female,261.99999999999994,54714.90000000001,4.788457988591771,520,89,0.8197500000000001,0.0,344.0,27,13.244444444444444
PERSSON Linn,female,227.80000000000004,44539.600000000006,5.114549748987418,440,52,0.845409090909091,0.0,293.0,22,13.625
PERUNKA Sanna-Leena,female,197.35,41478.700000000004,4.757863674608895,380,49,0.8377560975609757,1.0,332.0,20,15.368421052631579
PESINOVA Jitka,female,20.75,4929.8,4.209095703679663,40,5,0.8145000000000001,0.0,8.0,2,13.0
PETROVA Olena,female,115.39999999999999,24379.799999999996,4.733426853378617,250,42,0.8173333333333334,0.0,169.0,19,11.378378378378379
PIDHRUSHNA Olena,female,455.45,88328.50000000001,5.156319874106318,965,133,0.8455231316725978,2.0,1003.0,52,17.928571428571427
PISAREVA Nadzeya,female,200.94999999999993,40641.299999999996,4.944477661885815,390,80,0.8023614457831326,0.0,57.0,20,8.131578947368421
PISCORAN Luminita,female,130.5,27665.0,4.717151635640701,285,88,0.7627034482758621,0.0,13.0,16,7.794117647058823
PITON Karolina,female,11.05,2486.6,4.443818869138583,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
PLOTOGEA Dana (COJOCEA),female,276.65,60715.29999999999,4.55651211473879,560,125,0.79096,0.0,48.0,29,6.382978723404255
PODCHUFAROVA Olga,female,207.5,41070.299999999996,5.052312741810993,400,50,0.8404285714285715,1.0,362.0,21,15.743589743589743
POIREE Liv Grete,female,297.25000000000006,57666.8,5.154612359277783,560,115,0.80096,9.0,1155.0,29,29.93617021276596
POJE Urska,female,31.199999999999996,6195.2,5.036157024793388,60,8,0.8159200000000001,0.0,0.0,3,12.0
POLIAKOVA Terezia,female,74.5,15459.7,4.8189809634080865,140,30,0.8033793103448277,0.0,14.0,7,10.64
POLTORANINA Olga (DUDCHENKO),female,102.55,21319.2,4.810218019437878,215,19,0.8426870229007634,0.0,46.0,11,10.275862068965518
PONIKWIA Katarzyna,female,41.65,9182.0,4.536048791113047,95,13,0.8186168224299066,0.0,5.0,6,10.708333333333334
PONZA Michela,female,836.55,172594.2999999999,4.846915570212924,1620,177,0.8732815533980582,2.0,1633.0,82,18.85
POPOVA Radka,female,233.20000000000002,50452.399999999994,4.622178528672571,475,95,0.8043278688524591,0.0,98.0,25,8.13953488372093
PORELA Susanna,female,0.0,0.0,,15,3,0.8087032967032968,0.0,0.0,1,13.263157894736842
PREKOPOVA Natalia,female,20.9,4607.799999999999,4.535787143539217,40,6,0.8124166666666668,0.0,0.0,2,12.6
PREUSS Franziska,female,405.15,75678.0,5.35360342503766,780,101,0.848327868852459,1.0,1080.0,39,23.36842105263158
PREUSSLER Anne,female,10.75,2305.3,4.66316748362469,20,5,0.8064347826086957,0.0,0.0,1,13.263157894736842
PURDEA Mihaela,female,118.55,25546.499999999996,4.640557414910067,235,68,0.7747555555555556,0.0,4.0,12,8.533333333333333
PYSARENKO Lyudmyla,female,0.0,0.0,,10,4,0.8043555555555556,0.0,0.0,1,13.263157894736842
RAIKOVA Alina,female,104.79999999999998,21624.1,4.846444476301904,215,35,0.8182595419847328,0.0,14.0,11,9.172413793103448
RANSOM Julia,female,208.99999999999997,41301.0,5.0604101595603,400,60,0.8285238095238096,0.0,113.0,20,9.605263157894736
RASIMOVICIUTE-BRICE Diana,female,322.2,66901.50000000001,4.816035514898768,630,165,0.7672523364485981,0.0,122.0,38,6.678571428571429
RAUHAMAKI Eevamari (OKSANEN),female,0.0,0.0,,15,5,0.8043076923076924,0.0,0.0,1,13.263157894736842
RAVNIKAR Dijana (GRUDICEK),female,427.30000000000007,89703.90000000001,4.763449526720689,840,198,0.77965625,0.0,376.0,46,9.8125
REID Joanne,female,136.45,26484.4,5.152089531950884,260,43,0.8185142857142857,0.0,36.0,13,9.290322580645162
REPO Sarianna,female,0.0,0.0,,15,2,0.810901098901099,0.0,0.0,1,13.263157894736842
REZLEROVA Magda,female,368.49999999999994,77360.1,4.763437482629933,695,193,0.7559118942731278,0.0,134.0,36,7.148148148148148
REZTSOVA Kristina,female,20.9,4081.7000000000003,5.1204155131440325,40,6,0.8124166666666668,0.0,30.0,2,14.1
RIEDER Christina,female,124.2,24737.8,5.020656646912822,240,28,0.8352352941176471,0.0,26.0,12,9.266666666666667
RILEY Sarah,female,11.05,2595.6,4.257204499922946,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
RINGEN Elise,female,180.64999999999998,36384.899999999994,4.964971732779257,340,71,0.8012307692307693,0.0,205.0,18,12.694444444444445
ROEISELAND Marte Olsbu (OLSBU),female,428.0000000000001,80543.8,5.3138789081220414,820,120,0.8380634920634921,3.0,1107.0,41,23.033898305084747
ROEKSUND Birgitte,female,10.75,2269.8,4.736100096924839,20,5,0.8064347826086957,0.0,0.0,1,13.263157894736842
ROGSTAD Solveig,female,124.05,25164.100000000002,4.9296418310211765,240,27,0.8367058823529412,1.0,284.0,14,16.75
ROMANOVA Yana,female,281.25,57040.49999999999,4.930707129145082,540,75,0.8377142857142857,0.0,456.0,28,15.391304347826088
RUD Tetiana,female,31.799999999999997,6804.799999999999,4.673171878673878,60,12,0.8079200000000001,0.0,7.0,4,11.772727272727273
RUNGGALDIER Alexia,female,217.20000000000002,42907.8,5.062016696265015,420,48,0.8464651162790698,0.0,158.0,21,10.512820512820513
RUSU Alexandra,female,0.0,0.0,,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
SABASTEANSKI Kristina,female,10.3,2254.0,4.569653948535936,20,2,0.8129565217391305,0.0,0.0,1,13.263157894736842
SACHENBACHER-STEHLE Evi,female,64.5,12430.2,5.18897523772747,120,30,0.7963571428571429,0.0,95.0,6,14.458333333333334
SAFAROVA Elena,female,10.45,2530.0,4.130434782608695,20,3,0.8107826086956522,0.0,12.0,1,13.894736842105264
SALMELA Kara,female,21.8,4589.7,4.7497657798984685,55,19,0.7918383838383839,0.0,0.0,3,12.0
SALONEN Eija,female,125.99999999999999,27920.3,4.512845492347862,240,40,0.8175882352941177,0.0,62.0,12,10.466666666666667
SANFILIPPO Federica,female,331.44999999999993,64624.49999999999,5.128859797754721,620,143,0.785811320754717,0.0,232.0,32,9.68
SANTER Saskia,female,298.05000000000007,61378.6,4.855926984323528,575,206,0.7142463054187193,0.0,99.0,31,7.163265306122449
SANTER-BJOERNDALEN Nathalie,female,383.45000000000005,80796.4,4.745879766920309,700,223,0.7306666666666667,0.0,198.0,38,8.035714285714286
SAUE Eveli,female,295.15000000000003,61524.799999999996,4.797252490052793,610,121,0.8047238095238095,0.0,320.0,36,10.592592592592593
SAVLAKA Linda,female,0.0,0.0,,10,3,0.8065777777777778,0.0,0.0,2,12.6
SCHREMPF Romana,female,67.05,13280.7,5.0486796629695725,120,47,0.766,0.0,0.0,6,10.5
SCHWABL Iris (WALDHUBER),female,94.5,20271.6,4.661694192860948,180,30,0.8160645161290323,0.0,28.0,9,10.37037037037037
SCHWAIGER Julia,female,115.1,22525.199999999997,5.109832543107276,220,34,0.8211515151515152,0.0,67.0,11,11.0
SEDOVA Evgeniya,female,10.6,2139.4,4.954660185098626,20,4,0.808608695652174,0.0,29.0,1,14.789473684210526
SELEDTSOVA Evgenia,female,10.45,2029.2,5.1498127340823965,20,3,0.8107826086956522,0.0,2.0,1,13.368421052631579
SEMERENKO Valj,female,671.7999999999998,131694.80000000002,5.101188505544637,1330,223,0.8265310734463277,4.0,1489.0,70,19.78409090909091
SEMERENKO Vita,female,597.3,117274.69999999997,5.09317013814574,1155,190,0.8281880877742946,2.0,1205.0,60,18.67948717948718
SHESTAK Valentyna,female,21.65,4957.0,4.367561024813395,40,11,0.802,0.0,0.0,2,12.6
SHINDO Mami,female,43.6,9148.9,4.765600236093957,90,28,0.7886037735849057,0.0,1.0,5,11.0
SHUMILOVA Ekaterina,female,291.40000000000003,57490.1,5.068698784660317,560,76,0.83996,0.0,432.0,28,14.869565217391305
SIMON Julia,female,158.85,29320.1,5.417785068945877,300,59,0.8067027027027027,1.0,286.0,15,16.303030303030305
SKARDINO Nadezhda,female,703.3999999999997,142198.70000000004,4.946599371161618,1360,156,0.8666444444444444,1.0,1082.0,69,15.333333333333334
SKJELBREID Ann Elen,female,161.99999999999997,34105.899999999994,4.749911305668521,305,84,0.7744429530201343,0.0,79.0,18,9.194444444444445
SKOTTHEIM Johanna,female,30.6,5949.1,5.143635171706644,60,4,0.8239200000000001,0.0,79.0,3,15.761904761904763
SLEPTSOVA Svetlana,female,344.99999999999994,68052.09999999999,5.0696451689220465,660,100,0.8326909090909091,6.0,968.0,35,23.0188679245283
SLETTEMARK Uiloq,female,10.75,2371.6,4.5328048574801825,55,21,0.7877979797979798,0.0,0.0,5,10.956521739130435
SLEZAKOVA Petra,female,72.85000000000001,16451.9,4.428059980914059,150,22,0.820271186440678,0.0,0.0,8,9.692307692307692
SLIVKO Victoria,female,41.199999999999996,7924.6,5.199000580470938,80,8,0.8230000000000001,0.0,34.0,4,13.0
SLOOF Chardine,female,52.849999999999994,10564.3,5.002697765114584,100,19,0.8091851851851852,0.0,27.0,5,12.130434782608695
SOKOLOVA Natalya,female,159.0,32659.100000000002,4.868474636471917,320,63,0.8065263157894738,1.0,311.0,17,16.085714285714285
SOLA Hanna,female,32.85,6401.299999999999,5.13177010919657,60,19,0.7939200000000001,0.0,6.0,4,11.727272727272727
SOLEMDAL Synnoeve,female,475.2000000000001,92377.50000000001,5.1441097669887155,920,172,0.8117352941176471,3.0,771.0,48,15.5
SONG Chaoqing,female,117.05000000000003,24090.7,4.858721415317945,235,53,0.7969777777777778,0.0,99.0,12,11.7
SOROKINA Anna,female,31.95,6652.0,4.803066746843054,60,13,0.8059200000000001,0.0,29.0,3,13.380952380952381
SOROKINA Natalia (GUSEVA),female,369.35,77470.20000000001,4.767639685969572,700,129,0.8131228070175439,0.0,546.0,36,14.777777777777779
SOULIE Laure,female,210.64999999999998,43266.6,4.868651569570985,415,74,0.8151578947368422,0.0,67.0,22,7.975
SPECTOR Laura,female,54.5,11997.5,4.542613044384247,100,30,0.7888148148148149,0.0,1.0,5,11.0
SPRUNG Anna,female,277.84999999999997,58491.7,4.750246616186569,520,119,0.7885000000000001,0.0,232.0,26,11.0
STARYKH Irina,female,187.95000000000005,35513.200000000004,5.292398319498103,360,53,0.8287,1.0,362.0,18,17.055555555555557
STEER Rachel,female,252.60000000000002,54613.7,4.625213087558617,490,90,0.8128602150537635,0.0,201.0,25,10.534883720930232
STERA-KUSTUSZ Anna,female,31.65,6840.2,4.627057688371685,60,11,0.8099200000000001,0.0,35.0,3,13.666666666666666
STIPANICIC Andrijana,female,10.15,2255.1,4.500909050596426,35,9,0.8041263157894738,0.0,0.0,2,12.6
STOIAN Alexandra,female,22.4,5022.4,4.4600191143676335,40,16,0.7915833333333334,0.0,0.0,2,12.6
STOYANOVA Desislava,female,85.99999999999999,17091.5,5.031740923851036,175,48,0.7853008130081301,0.0,11.0,10,9.392857142857142
STRAUB Elsbeth,female,0.0,0.0,,10,4,0.8043555555555556,0.0,0.0,1,13.263157894736842
STRELENKO Maria,female,10.45,2525.1,4.138449962377727,20,3,0.8107826086956522,0.0,13.0,1,13.947368421052632
STROEMSTEDT Anna-Karin,female,230.55,46374.399999999994,4.971492892630417,435,140,0.7439542857142858,0.0,114.0,22,9.15
STUDEBAKER Sara,female,252.59999999999997,52961.700000000004,4.76948436322852,480,84,0.8173478260869566,0.0,89.0,25,7.930232558139535
SUGA Hiromi,female,31.65,6822.299999999999,4.63919792445363,75,20,0.797980582524272,0.0,35.0,4,13.045454545454545
SUN Ribo,female,150.64999999999998,32552.699999999997,4.627880329435039,280,71,0.7846666666666667,0.0,108.0,16,10.588235294117647
SUPRUN Inna,female,128.1,27530.499999999996,4.653021194674998,255,58,0.7956258992805756,0.0,78.0,13,10.64516129032258
SUZUKI Kanae,female,0.0,0.0,,5,1,0.8088988764044944,0.0,0.0,1,13.263157894736842
SVIKRUHOVA Eliska,female,0.0,0.0,,10,2,0.8088000000000001,0.0,0.0,1,13.263157894736842
TACHIZAKI Fuyuko (SUZUKI),female,545.4999999999998,110403.69999999995,4.940957594718293,1055,173,0.8280668896321071,0.0,314.0,53,7.971830985915493
TAKAHASHI Ryoko,female,43.00000000000001,9175.7,4.68629096417712,90,24,0.7961509433962265,0.0,21.0,5,11.869565217391305
TAKANO Sanae,female,21.35,4464.3,4.782384696368972,65,25,0.7840792079207921,0.0,0.0,5,10.956521739130435
TALIHÄRM Johanna,female,191.54999999999998,38954.49999999999,4.917275282701613,360,77,0.7987000000000001,0.0,45.0,18,8.25
TALKACH Ala,female,20.9,4355.799999999999,4.79820010101474,40,6,0.8124166666666668,0.0,0.0,2,12.6
TANAKA Tamami,female,304.3,64431.600000000006,4.722837862167011,580,171,0.7499607843137255,0.0,143.0,29,8.404255319148936
TANAKA Yurie,female,10.45,2103.8,4.967202205532845,20,3,0.8107826086956522,0.0,0.0,1,13.263157894736842
TANANAIKO Irina,female,51.800000000000004,11102.699999999999,4.665531807578338,100,12,0.8221481481481482,0.0,19.0,8,10.423076923076923
TANDREVOLD Ingrid Landmark,female,231.4,44337.90000000001,5.219011274778461,440,76,0.8181363636363637,2.0,404.0,22,16.4
TANDY Megan (HEINICKE),female,219.00000000000003,44171.0,4.958004120350457,440,67,0.8283636363636364,0.0,116.0,24,8.761904761904763
TANG Jialin,female,273.20000000000005,56116.49999999999,4.868443327720013,540,92,0.8203673469387756,0.0,101.0,27,7.844444444444444
TJÖRHOM Linda,female,305.0,62154.299999999996,4.907142385965251,580,100,0.8195686274509805,5.0,760.0,33,19.84313725490196
TODOROVA Milena,female,21.35,4230.1,5.047162005626344,40,9,0.8061666666666667,0.0,23.0,2,13.75
TOFALVI Eva,female,767.2000000000002,157841.60000000003,4.860569076846661,1495,262,0.8211679586563307,0.0,938.0,79,12.268041237113403
TOIVANEN Laura,female,10.45,2038.7,5.125815470643056,35,9,0.8041263157894738,0.0,0.0,2,12.6
TOKAREVA Anastasia (KUZNETSOVA),female,0.0,0.0,,15,4,0.8065054945054946,0.0,0.0,1,13.263157894736842
TOMESOVA Barbora,female,96.44999999999997,19824.099999999995,4.865290227551314,205,57,0.7813333333333334,0.0,13.0,11,9.137931034482758
TOMINGAS Tuuli,female,74.8,14895.2,5.021751973790214,140,32,0.7999310344827587,0.0,40.0,7,11.68
TRYZNOVA Zuzana,female,11.2,2428.5,4.611900350010295,30,14,0.791404255319149,0.0,0.0,2,12.6
TSUKIDATE Ikuyo,female,183.65,40556.00000000001,4.52830653910642,410,121,0.7587764705882354,0.0,37.0,22,7.225
TÄHE Tagne,female,10.75,2435.7,4.413515621792503,20,5,0.8064347826086957,0.0,0.0,2,12.6
URPILAINEN Pirjo,female,53.3,12227.400000000001,4.359062433550877,100,22,0.8036296296296297,0.0,3.0,5,11.08695652173913
USLUGINA Irina (TRUSOVA),female,94.05,18312.399999999998,5.135864223149342,180,27,0.8209032258064517,0.0,83.0,9,12.407407407407407
VAILLANCOURT Audrey,female,10.3,2253.0,4.571682201509099,20,2,0.8129565217391305,0.0,0.0,1,13.263157894736842
VARCIN Coline,female,52.85,10713.9,4.932844249059633,100,19,0.8091851851851852,0.0,34.0,5,12.434782608695652
VARIS Kaisa,female,22.25,4312.5,5.159420289855072,40,15,0.7936666666666667,0.0,19.0,3,12.904761904761905
